round,lang_id,variable,iso_alpha2,country,lang_name,glottocode,glottolog_name,level
3,332,q103,NA,11,English and Oshiwambo,kuan1247,Kuanyama,language
3,333,q103,NA,11,English and Afrikaans,afri1274,Afrikaans,language
3,334,q103,NA,11,Afrikaans and Oshiwambo,afri1274,Afrikaans,language
3,335,q103,NA,11,English and local languages,stan1293,English,language
3,336,q103,NA,11,Afrikaans and local languages,afri1274,Afrikaans,language
3,337,q103,NA,11,"English, Afrikaans and local languages",stan1293,English,language
3,338,q103,NA,11,More than one local language,,,
3,340,q103,NG,12,Hausa,haus1257,Hausa,language
3,341,q103,NG,12,Igbo,nucl1417,Igbo,language
3,342,q103,NG,12,Yoruba,yoru1245,Yoruba,language
3,343,q103,NG,12,Pidgin English,nige1257,Nigerian Pidgin,language
3,360,q103,SN,13,Wolof,nucl1347,Wolof,language
3,361,q103,SN,13,Pular,pula1262,Pular,language
3,362,q103,SN,13,Serer,sere1260,Sereer,language
3,363,q103,SN,13,Mandinka,mand1436,Mandinka,language
3,364,q103,SN,13,Sonike,soni1259,Soninke,language
3,365,q103,SN,13,Diola,jola1263,Jola-Fonyi,language
3,366,q103,SN,13,Manjack,mand1419,Mandjak,language
3,367,q103,SN,13,Bamabara,bamb1269,Bambara,language
3,406,q103,UG,16,Alur,alur1250,Alur,language
3,407,q103,UG,16,Ateso,teso1249,Teso,language
3,413,q103,UG,16,Luo,sout2831,Southern Lwoo,family
3,414,q103,UG,16,Lugbara,lugb1240,Lugbara,language
3,416,q103,UG,16,Madi,sout2827,Southern Moru-Madi,family
3,417,q103,UG,16,Luganda,gand1255,Ganda,language
3,418,q103,UG,16,Lumasaba,masa1299,Masaaba,language
3,419,q103,UG,16,Lusoga,soga1242,Soga,language
3,420,q103,ZM,17,Bemba,bemb1257,Bemba (Zambia),language
3,421,q103,ZM,17,Nyanja,nyan1308,Nyanja,language
3,422,q103,ZM,17,Tonga,tong1318,Tonga (Zambia),language
3,423,q103,ZM,17,Lozi,lozi1239,Lozi,language
3,440,q103,ZW,18,Ndebele,nort2795,Zimbabwean Ndebele,language
3,441,q103,ZW,18,Shona,shon1251,Shona,language
3,501,q103,UG,16,Rufumbia,kiny1244,Kinyarwanda,language
3,506,q103,UG,16,Runyoro - Rutooro,nyor1247,Nyoro-Tooro,family
3,508,q103,UG,16,Rutooro,toor1238,Tooro,language
3,510,q103,UG,16,Runyankole - Rukiga,nkor1241,Nkore-Kiga,family
3,815,q103,KE,5,Boran,bora1271,Borana-Arsi-Guji Oromo,language
3,995,q103,MG,7,Other,,,
3,995,q103,ZA,14,Other,,,
3,995,q103,UG,16,Other,,,
3,995,q103,ZW,18,Other,,,
3,1,q114,NA,11,English,stan1293,English,language
3,1,q114,NG,12,English,stan1293,English,language
3,1,q114,ZA,14,English,stan1293,English,language
3,2,q114,BJ,1,French,stan1290,French,language
3,3,q114,MZ,10,Portuguese,port1283,Portuguese,language
3,4,q114,TZ,15,Kiswahili,swah1253,Swahili,language
3,100,q114,ZA,14,Afrikaans,afri1274,Afrikaans,language
3,101,q114,ZA,14,Ndebele,sout2808,Sumayela Ndebele,language
3,102,q114,ZA,14,Xhosa,xhos1239,Xhosa,language
3,103,q114,ZA,14,Pedi/Spedi/ North Sotho,pedi1238,Pedi,language
3,104,q114,ZA,14,Sesotho/Sotho/ South Sotho,sout2807,Southern Sotho,language
3,105,q114,ZA,14,Setswana/ Tswana,tswa1253,Tswana,language
3,106,q114,ZA,14,Shangaan,tson1249,Tsonga,language
3,108,q114,ZA,14,Venda,vend1245,Venda,language
3,109,q114,ZA,14,Zulu,zulu1248,Zulu,language
3,120,q114,BJ,1,Fon,fonn1241,Fon,language
3,121,q114,BJ,1,Adja,ajab1235,Aja (Benin),language
3,122,q114,BJ,1,Bariba,baat1238,Baatonum,language
3,123,q114,BJ,1,Dendi,dend1243,Dendi (Benin),language
3,124,q114,BJ,1,Yoruba,yoru1245,Yoruba,language
3,125,q114,BJ,1,Otamari,dita1238,Ditammari,language
3,140,q114,BW,2,Setswana,tswa1253,Tswana,language
3,144,q114,BW,2,Sekalanga,kala1384,Kalanga,language
3,145,q114,BW,2,Seherero,here1253,Herero,language
3,147,q114,BW,2,Sebirwa,birw1238,Birwa,language
3,165,q114,CV,3,Creole,kabu1256,Kabuverdianu,language
3,180,q114,GH,4,AKAN,akan1250,Akan,language
3,181,q114,GH,4,EWE,ewee1241,Ewe,language
3,182,q114,GH,4,GA,gaaa1244,Ga,language
3,183,q114,GH,4,DAGBANI,dagb1246,Dagbani,language
3,185,q114,GH,4,OTHER,,,
3,200,q114,KE,5,Kikuyu,kiku1240,Kikuyu,language
3,201,q114,KE,5,Luo,luok1236,Luo (Kenya and Tanzania),language
3,202,q114,KE,5,Luhya,luyi1234,Luyia,family
3,203,q114,KE,5,Kamba,kamb1297,Kamba (Kenya),language
3,204,q114,KE,5,Meru/Embu,cent2274,Central Kenya Bantu,family
3,205,q114,KE,5,Kisii,gusi1247,Gusii,language
3,206,q114,KE,5,Kalenjin,kale1246,Kalenjin,family
3,209,q114,KE,5,Taita,tait1250,Taita,language
3,210,q114,KE,5,Somali,soma1255,Somali,language
3,220,q114,LS,6,Sesotho,sout2807,Southern Sotho,language
3,240,q114,MG,7,malagasy officiel,plat1254,Plateau Malagasy,language
3,241,q114,MG,7,dialecte,mala1537,Malagasic,family
3,260,q114,MW,8,Tumbuka,tumb1250,Tumbuka,language
3,263,q114,MW,8,Chewa,nyan1308,Nyanja,language
3,267,q114,MW,8,Manga'nja,nyan1308,Nyanja,language
3,268,q114,MW,8,Sena,mala1475,Malawi Sena,language
3,280,q114,ML,9,Bambara,bamb1269,Bambara,language
3,283,q114,ML,9,Mianka,mama1271,Mamara Senoufo,language
3,285,q114,ML,9,Soninké,soni1259,Soninke,language
3,286,q114,ML,9,Malinké,west2499,West Manding,family
3,288,q114,ML,9,Dogon,dogo1299,Dogon,family
3,289,q114,ML,9,Bobo,bomu1247,Bomu,language
3,297,q114,ML,9,Tamasheq,tuar1240,Tuareg,family
3,300,q114,MZ,10,Makua,maku1279,Makua-Lomwe,family
3,301,q114,MZ,10,Sena,nucl1396,Sena,language
3,302,q114,MZ,10,Ndau,ndau1241,Ndau,language
3,303,q114,MZ,10,Nyanja,nyan1308,Nyanja,language
3,304,q114,MZ,10,Changana,tson1249,Tsonga,language
3,305,q114,MZ,10,Chope,chop1243,Chopi,language
3,306,q114,MZ,10,Bitonga,gito1238,Gitonga,language
3,308,q114,MZ,10,Chuabo,chuw1238,Chuwabu,language
3,309,q114,MZ,10,Ajua,yaoo1241,Yao,language
3,312,q114,MZ,10,Quimuane,mwan1247,Mwani,language
3,320,q114,NA,11,Nama/Damara,nama1264,Nama (Namibia),language
3,326,q114,NA,11,Oshiwambo,kuan1247,Kuanyama,language
3,340,q114,NG,12,Hausa,haus1257,Hausa,language
3,341,q114,NG,12,Igbo,nucl1417,Igbo,language
3,342,q114,NG,12,Yoruba,yoru1245,Yoruba,language
3,343,q114,NG,12,Pidgin English,nige1257,Nigerian Pidgin,language
3,344,q114,NG,12,Efik,efik1245,Efik,language
3,345,q114,NG,12,Ebira,ebir1243,Ebira,language
3,346,q114,NG,12,Fulani,adam1253,Adamawa Fulfulde,language
3,348,q114,NG,12,Ibibio,ibib1240,Ibibio,language
3,350,q114,NG,12,Tiv,tivv1240,Tiv,language
3,351,q114,NG,12,Nupe,nupe1254,Nupe-Nupe-Tako,language
3,352,q114,NG,12,Ijaw,ijoo1239,Ijo,family
3,353,q114,NG,12,Edo,bini1246,Bini,language
3,354,q114,NG,12,Igala,igal1242,Igala,language
3,355,q114,NG,12,Urhobo,urho1239,Urhobo,language
3,357,q114,NG,12,Bassa,basa1282,Basa (Nigeria),language
3,359,q114,NG,12,Ukwani,ukwu1241,Ukwuani-Aboh-Ndoni,language
3,360,q114,SN,13,Wolof,nucl1347,Wolof,language
3,361,q114,SN,13,Pular,pula1262,Pular,language
3,365,q114,SN,13,Diola,jola1263,Jola-Fonyi,language
3,381,q114,TZ,15,Kichaga,moch1256,Mochi,language
3,406,q114,UG,16,Alur,alur1250,Alur,language
3,407,q114,UG,16,Ateso,teso1249,Teso,language
3,413,q114,UG,16,Luo,sout2831,Southern Lwoo,family
3,414,q114,UG,16,Lugbara,lugb1240,Lugbara,language
3,417,q114,UG,16,Luganda,gand1255,Ganda,language
3,418,q114,UG,16,Lumasaba,masa1299,Masaaba,language
3,419,q114,UG,16,Lusoga,soga1242,Soga,language
3,420,q114,ZM,17,Bemba,bemb1257,Bemba (Zambia),language
3,421,q114,ZM,17,Nyanja,nyan1308,Nyanja,language
3,422,q114,ZM,17,Tonga,tong1318,Tonga (Zambia),language
3,423,q114,ZM,17,Lozi,lozi1239,Lozi,language
3,424,q114,ZM,17,Chewa,nyan1308,Nyanja,language
3,425,q114,ZM,17,Nsenga,nsen1242,Nsenga,language
3,427,q114,ZM,17,Kaonda,kaon1241,Kaonde,language
3,428,q114,ZM,17,Luvale,luva1239,Luvale,language
3,440,q114,ZW,18,Ndebele,nort2795,Zimbabwean Ndebele,language
3,441,q114,ZW,18,Shona,shon1251,Shona,language
3,503,q114,UG,16,Rukiga,chig1238,Chiga,language
3,506,q114,UG,16,Runyoro - Rutooro,nyor1247,Nyoro-Tooro,family
3,510,q114,UG,16,Runyankole - Rukiga,nkor1241,Nkore-Kiga,family
3,552,q114,NG,12,Geomai,goem1240,Goemai,language
3,554,q114,NG,12,Pyam,fyam1238,Fyam,language
3,558,q114,NG,12,Esan,esan1238,Esan,language
3,559,q114,NG,12,Bijim,vagh1247,Vaghat-Ya-Bijim-Legeri,language
3,561,q114,NG,12,Jaba,idun1241,Idun,language
3,562,q114,NG,12,Birom,bero1242,Berom,language
3,566,q114,NG,12,Korro,koro1301,Koroic,family
3,995,q114,NG,12,Other,,,
3,-1,q3,KE,5,Missing,,,
3,-1,q3,LS,6,Missing,,,
3,-1,q3,MZ,10,Missing,,,
3,-1,q3,SN,13,Missing,,,
3,1,q3,BW,2,English,stan1293,English,language
3,1,q3,KE,5,English,stan1293,English,language
3,1,q3,MW,8,English,stan1293,English,language
3,1,q3,MZ,10,English,stan1293,English,language
3,1,q3,NA,11,English,stan1293,English,language
3,1,q3,NG,12,English,stan1293,English,language
3,1,q3,SN,13,English,stan1293,English,language
3,1,q3,ZA,14,English,stan1293,English,language
3,1,q3,UG,16,English,stan1293,English,language
3,1,q3,ZM,17,English,stan1293,English,language
3,1,q3,ZW,18,English,stan1293,English,language
3,2,q3,MG,7,French,stan1290,French,language
3,2,q3,SN,13,French,stan1290,French,language
3,2,q3,UG,16,French,stan1290,French,language
3,3,q3,CV,3,Portuguese,port1283,Portuguese,language
3,3,q3,MZ,10,Portuguese,port1283,Portuguese,language
3,3,q3,ZA,14,Portuguese,port1283,Portuguese,language
3,3,q3,UG,16,Portuguese,port1283,Portuguese,language
3,4,q3,KE,5,Kiswahili,swah1253,Swahili,language
3,4,q3,MW,8,Kiswahili,swah1253,Swahili,language
3,4,q3,TZ,15,Kiswahili,swah1253,Swahili,language
3,4,q3,UG,16,Kiswahili,swah1253,Swahili,language
3,100,q3,ZA,14,Afrikaans,afri1274,Afrikaans,language
3,101,q3,ZA,14,Ndebele,sout2808,Sumayela Ndebele,language
3,102,q3,ZA,14,Xhosa,xhos1239,Xhosa,language
3,103,q3,ZA,14,Pedi/Spedi/ North Sotho,pedi1238,Pedi,language
3,104,q3,ZA,14,Sesotho/Sotho/ South Sotho,sout2807,Southern Sotho,language
3,105,q3,ZA,14,Setswana/ Tswana,tswa1253,Tswana,language
3,106,q3,ZA,14,Shangaan,tson1249,Tsonga,language
3,107,q3,ZA,14,Swazi,swat1243,Swati,language
3,108,q3,ZA,14,Venda,vend1245,Venda,language
3,109,q3,ZA,14,Zulu,zulu1248,Zulu,language
3,120,q3,BJ,1,Fon,fonn1241,Fon,language
3,121,q3,BJ,1,Adja,ajab1235,Aja (Benin),language
3,122,q3,BJ,1,Bariba,baat1238,Baatonum,language
3,123,q3,BJ,1,Dendi,dend1243,Dendi (Benin),language
3,124,q3,BJ,1,Yoruba,yoru1245,Yoruba,language
3,125,q3,BJ,1,Ditamari,dita1238,Ditammari,language
3,126,q3,BJ,1,Peulh,fula1264,Fula,family
3,127,q3,BJ,1,Yom,yomm1242,Yom,language
3,128,q3,BJ,1,Haoussa,haus1257,Hausa,language
3,129,q3,BJ,1,Ide,edei1245,Ede Ije,language
3,130,q3,BJ,1,Lamba,lama1275,Lama (Togo),language
3,140,q3,BW,2,Setswana,tswa1253,Tswana,language
3,141,q3,BW,2,Sesarwa,tsoa1238,Tsoa,language
3,142,q3,BW,2,Sekgaladi,kgal1244,Kgalagadi,language
3,143,q3,BW,2,Sesobea,subi1246,Subiya,language
3,144,q3,BW,2,Sekalanga,kala1384,Kalanga,language
3,145,q3,BW,2,Seherero,here1253,Herero,language
3,146,q3,BW,2,Sembukushu,mbuk1240,Mbukushu,language
3,147,q3,BW,2,Sebirwa,birw1238,Birwa,language
3,148,q3,BW,2,Sengologa,kgal1244,Kgalagadi,language
3,149,q3,BW,2,Seyei,yeyi1239,Yeyi,language
3,165,q3,CV,3,Creole,kabu1256,Kabuverdianu,language
3,180,q3,GH,4,AKAN,akan1250,Akan,language
3,181,q3,GH,4,EWE,ewee1241,Ewe,language
3,182,q3,GH,4,GA/DANGBE,gada1257,Ga-Dangme,family
3,183,q3,GH,4,Other Northern Languages,,,
3,184,q3,GH,4,DAGBANI,dagb1246,Dagbani,language
3,185,q3,GH,4,DAGAARE,sout2789,Central Dagaare,language
3,200,q3,KE,5,Kikuyu,kiku1240,Kikuyu,language
3,201,q3,KE,5,Luo,luok1236,Luo (Kenya and Tanzania),language
3,202,q3,KE,5,Luhya,luyi1234,Luyia,family
3,203,q3,KE,5,Kamba,kamb1297,Kamba (Kenya),language
3,204,q3,KE,5,Meru/Embu,cent2274,Central Kenya Bantu,family
3,205,q3,KE,5,Kisii,gusi1247,Gusii,language
3,206,q3,KE,5,Kalenjin,kale1246,Kalenjin,family
3,207,q3,KE,5,Masai/Samburu,nucl1431,Nuclear Maa,family
3,208,q3,KE,5,Mijikenda,miji1238,Mijikenda,family
3,209,q3,KE,5,Taita,tait1250,Taita,language
3,210,q3,KE,5,Somali,soma1255,Somali,language
3,211,q3,KE,5,Pokot,poko1263,Pökoot,language
3,212,q3,KE,5,Turkana,turk1308,Turkana,language
3,213,q3,KE,5,Digo,digo1243,Digo,language
3,214,q3,KE,5,Giriama,giry1241,Giryama,language
3,215,q3,KE,5,Duruma,duru1249,Duruma,language
3,216,q3,KE,5,Chonyi,chon1287,Chonyi-Dzihana-Kauma,language
3,217,q3,KE,5,Gunya,swah1253,Swahili,language
3,218,q3,KE,5,Arabic,oman1239,Omani Arabic,language
3,219,q3,KE,5,Maragoli,logo1258,Logooli,language
3,220,q3,LS,6,Sesotho,sout2807,Southern Sotho,language
3,221,q3,LS,6,Sephuti,swat1243,Swati,language
3,240,q3,MG,7,malgache officielle,plat1254,Plateau Malagasy,language
3,241,q3,MG,7,langue régionale,mala1537,Malagasic,family
3,243,q3,MG,7,comorien,como1260,Comorian Bantu,family
3,244,q3,MG,7,pakistanais,guja1252,Gujarati,language
3,260,q3,MW,8,Tumbuka,tumb1250,Tumbuka,language
3,261,q3,MW,8,Nkhonde,nkon1246,Nkonde,dialect
3,262,q3,MW,8,Lambya,lamb1272,Lambya,language
3,263,q3,MW,8,Chewa,nyan1308,Nyanja,language
3,264,q3,MW,8,Yao,yaoo1241,Yao,language
3,265,q3,MW,8,Ngoni,ngon1270,Ngoni (Nyanja),dialect
3,266,q3,MW,8,Lomwe,mala1256,Malawi Lomwe,language
3,267,q3,MW,8,Manga'nja,nyan1308,Nyanja,language
3,268,q3,MW,8,Sena,mala1475,Malawi Sena,language
3,269,q3,MW,8,Sukwa,ndal1241,Ndali,language
3,271,q3,MW,8,Tonga,tong1321,Tonga (Nyasa),language
3,280,q3,ML,9,Bambara,bamb1269,Bambara,language
3,281,q3,ML,9,Peugl/Fulfulde,maas1239,Maasina Fulfulde,language
3,282,q3,ML,9,Senufo,nort3254,North Senufo,family
3,283,q3,ML,9,Mianka,mama1271,Mamara Senoufo,language
3,284,q3,ML,9,Mossi,moss1236,Mossi,language
3,285,q3,ML,9,Sonink,soni1259,Soninke,language
3,286,q3,ML,9,Malink,west2499,West Manding,family
3,287,q3,ML,9,Khasonk,xaas1235,Xaasongaxango,language
3,288,q3,ML,9,Dogon,dogo1299,Dogon,family
3,289,q3,ML,9,Bobo,bomu1247,Bomu,language
3,290,q3,ML,9,Bozo,nucl1444,Nuclear Bozo,family
3,291,q3,ML,9,Arabe,hass1238,Hassaniyya,language
3,292,q3,ML,9,Maure,hass1238,Hassaniyya,language
3,293,q3,ML,9,Kakolo,kago1248,Kagoro,language
3,294,q3,ML,9,Samoko,duun1242,Duungooma,language
3,295,q3,ML,9,Sonrha,song1307,Songhay,family
3,296,q3,ML,9,Bella,koyr1242,Koyraboro Senni Songhai,language
3,297,q3,ML,9,Tamasheq,tuar1240,Tuareg,family
3,298,q3,ML,9,Dafing,mark1256,Marka,language
3,300,q3,MZ,10,Makua,maku1279,Makua-Lomwe,family
3,301,q3,MZ,10,Sena,nucl1396,Sena,language
3,302,q3,MZ,10,Ndau,ndau1241,Ndau,language
3,303,q3,MZ,10,Nyanja,nyan1308,Nyanja,language
3,304,q3,MZ,10,Changana,tson1249,Tsonga,language
3,305,q3,MZ,10,Chope,chop1243,Chopi,language
3,306,q3,MZ,10,Bitonga,gito1238,Gitonga,language
3,307,q3,MZ,10,Makonde,mako1251,Makonde,language
3,308,q3,MZ,10,Chuabo,chuw1238,Chuwabu,language
3,309,q3,MZ,10,Ajua,yaoo1241,Yao,language
3,310,q3,MZ,10,Quimuane,mwan1247,Mwani,language
3,311,q3,MZ,10,Muaui,mwan1247,Mwani,language
3,312,q3,MZ,10,Nhungue,many1258,Manyika,language
3,320,q3,NA,11,Nama/Damara,nama1264,Nama (Namibia),language
3,321,q3,NA,11,Afrikaans,afri1274,Afrikaans,language
3,322,q3,NA,11,Rukwangali,kwan1273,Kwangali,language
3,323,q3,NA,11,Silozi,lozi1239,Lozi,language
3,324,q3,NA,11,Masubia,subi1246,Subiya,language
3,325,q3,NA,11,German,stan1295,German,language
3,326,q3,NA,11,Oshiwambo,kuan1247,Kuanyama,language
3,327,q3,NA,11,Okjiherero,here1253,Herero,language
3,328,q3,NA,11,Setswana,tswa1253,Tswana,language
3,329,q3,NA,11,Angolan:Portuguese,port1283,Portuguese,language
3,330,q3,NA,11,Angolan:Rumbundu,umbu1257,Umbundu,language
3,331,q3,NA,11,Other Kavango:Thimbukushu,mbuk1240,Mbukushu,language
3,332,q3,NA,11,Other Kavango:Rugririku,diri1252,Diriku,language
3,338,q3,NA,11,Ndebele,nort2795,Zimbabwean Ndebele,language
3,340,q3,NG,12,Hausa,haus1257,Hausa,language
3,341,q3,NG,12,Igbo,nucl1417,Igbo,language
3,342,q3,NG,12,Yoruba,yoru1245,Yoruba,language
3,343,q3,NG,12,Pidgin English,nige1257,Nigerian Pidgin,language
3,344,q3,NG,12,Efik,efik1245,Efik,language
3,345,q3,NG,12,Ebira,ebir1243,Ebira,language
3,346,q3,NG,12,Fulani,adam1253,Adamawa Fulfulde,language
3,347,q3,NG,12,Isoko,isok1239,Isoko,language
3,348,q3,NG,12,Ibibio,ibib1240,Ibibio,language
3,349,q3,NG,12,Kanuri,kanu1281,Kanuric,family
3,350,q3,NG,12,Tiv,tivv1240,Tiv,language
3,351,q3,NG,12,Nupe,nupe1254,Nupe-Nupe-Tako,language
3,352,q3,NG,12,Ijaw,ijoo1239,Ijo,family
3,353,q3,NG,12,Edo,bini1246,Bini,language
3,354,q3,NG,12,Igala,igal1242,Igala,language
3,355,q3,NG,12,Urhobo,urho1239,Urhobo,language
3,356,q3,NG,12,Idoma,idom1241,Idoma,language
3,357,q3,NG,12,Bassa,basa1282,Basa (Nigeria),language
3,358,q3,NG,12,Ikwere,ikwe1242,Ikwere,language
3,359,q3,NG,12,Ukwani,ukwu1241,Ukwuani-Aboh-Ndoni,language
3,360,q3,SN,13,Wolof,nucl1347,Wolof,language
3,361,q3,SN,13,Pular,pula1262,Pular,language
3,362,q3,SN,13,Serer,sere1260,Sereer,language
3,363,q3,SN,13,Mandinka,mand1436,Mandinka,language
3,364,q3,SN,13,Sonike,soni1259,Soninke,language
3,365,q3,SN,13,Diola,jola1263,Jola-Fonyi,language
3,366,q3,SN,13,Manjack,mand1419,Mandjak,language
3,367,q3,SN,13,Bambara,bamb1269,Bambara,language
3,368,q3,SN,13,Bainouk,bain1261,Bainouk-Gunyaamolo-Gutobor,language
3,380,q3,TZ,15,Kinyakyusa,nyak1260,Nyakyusa-Ngonde,language
3,381,q3,TZ,15,Kichaga,moch1256,Mochi,language
3,382,q3,TZ,15,Kihaya,haya1250,Haya,language
3,383,q3,TZ,15,Kingoni,ngon1269,Ngoni,language
3,384,q3,TZ,15,Kikwere,kere1283,Kerewe,language
3,385,q3,TZ,15,Kipare,asut1235,Asu (Tanzania),language
3,386,q3,TZ,15,Kihehe,hehe1240,Hehe,language
3,387,q3,TZ,15,Kimakonde,mako1251,Makonde,language
3,388,q3,TZ,15,Kinyamwezi,nyam1276,Nyamwezi,language
3,389,q3,TZ,15,Kisukuma,suku1261,Sukuma,language
3,390,q3,TZ,15,Kimasai,masa1300,Masai,language
3,391,q3,TZ,15,Kimeru,rwaa1238,Rwa,language
3,392,q3,TZ,15,Kikurya,kuri1259,Kuria,language
3,393,q3,TZ,15,Kigogo,gogo1263,Gogo,language
3,394,q3,TZ,15,Kiluguru,lugu1238,Luguru,language
3,395,q3,TZ,15,Kifipa,fipa1238,Fipa,language
3,396,q3,TZ,15,Kimanyema,nyam1276,Nyamwezi,language
3,397,q3,TZ,15,Kinyiramba,nila1242,Nilamba,language
3,398,q3,TZ,15,Kinyaturu,nyat1246,Nyaturu,language
3,405,q3,UG,16,Akaramojonj,kara1483,Karamojong,language
3,406,q3,UG,16,Akur,alur1250,Alur,language
3,407,q3,UG,16,Ateso,teso1249,Teso,language
3,408,q3,UG,16,Japadhola,adho1243,Adhola,language
3,409,q3,UG,16,Jonam,alur1250,Alur,language
3,410,q3,UG,16,Kakwa,kakw1240,Kakwa,language
3,411,q3,UG,16,Kumam,kuma1275,Kumam,language
3,412,q3,UG,16,Kuksabin,kups1238,Kupsabiny,language
3,413,q3,UG,16,Luo,sout2831,Southern Lwoo,family
3,414,q3,UG,16,Lugbara,lugb1240,Lugbara,language
3,415,q3,UG,16,Lugwere,gwer1238,Gwere,language
3,416,q3,UG,16,Madi,sout2827,Southern Moru-Madi,family
3,417,q3,UG,16,Luganda,gand1255,Ganda,language
3,418,q3,UG,16,Lugishu/Lumasaba,masa1299,Masaaba,language
3,419,q3,UG,16,Lusoga,soga1242,Soga,language
3,420,q3,ZM,17,Bemba,bemb1257,Bemba (Zambia),language
3,421,q3,ZM,17,Nyanja,nyan1308,Nyanja,language
3,422,q3,ZM,17,Tonga,tong1318,Tonga (Zambia),language
3,423,q3,ZM,17,Lozi,lozi1239,Lozi,language
3,424,q3,ZM,17,Chewa,nyan1308,Nyanja,language
3,425,q3,ZM,17,Nsenga,nsen1242,Nsenga,language
3,426,q3,ZM,17,Tumbuka,tumb1250,Tumbuka,language
3,427,q3,ZM,17,Kaonde,kaon1241,Kaonde,language
3,428,q3,ZM,17,Luvale,luva1239,Luvale,language
3,429,q3,ZM,17,Namwanga,nyam1275,Nyamwanga,language
3,431,q3,ZM,17,Bisa,lala1264,Lala-Bisa,language
3,432,q3,ZM,17,lla,ilaa1246,Ila,language
3,433,q3,ZM,17,Nkaya,nyan1308,Nyanja,language
3,434,q3,ZM,17,Mambwe,mamb1296,Mambwe-Lungu,language
3,435,q3,ZM,17,Lunda,lund1266,Lunda,language
3,436,q3,ZM,17,Lenje,lenj1248,Lenje,language
3,437,q3,ZM,17,Lamba,lamb1271,Lamba,language
3,438,q3,ZM,17,Mbunda,mbun1249,Mbunda,language
3,439,q3,ZM,17,Ngoni,nsen1242,Nsenga,language
3,440,q3,ZW,18,Ndebele,nort2795,Zimbabwean Ndebele,language
3,441,q3,ZW,18,Shona,shon1251,Shona,language
3,443,q3,ZW,18,Kalanga,kala1384,Kalanga,language
3,444,q3,ZW,18,Tonga,tong1318,Tonga (Zambia),language
3,500,q3,UG,16,Lunyoli,nyol1238,Nyole,language
3,501,q3,UG,16,Rufumbira,kiny1244,Kinyarwanda,language
3,502,q3,UG,16,Ruhororo,nyan1307,Nyankole,language
3,503,q3,UG,16,Rukiga,chig1238,Chiga,language
3,504,q3,UG,16,Rukonzo,konz1239,Konzo,language
3,505,q3,UG,16,Runyarwanda,kiny1244,Kinyarwanda,language
3,506,q3,UG,16,Runyoro,nyor1246,Nyoro,language
3,507,q3,UG,16,Rutagwenda,nyor1246,Nyoro,language
3,508,q3,UG,16,Rutooro,toor1238,Tooro,language
3,509,q3,UG,16,Rwamba,amba1263,Amba (Uganda),language
3,510,q3,UG,16,Runyankole,nyan1307,Nyankole,language
3,511,q3,UG,16,Samia,saam1283,Saamia,language
3,550,q3,NG,12,Anang,anaa1238,Anaang,language
3,553,q3,NG,12,Kadara,kada1284,Kadara,language
3,555,q3,NG,12,Bahumono,kohu1244,Kohumono,language
3,556,q3,NG,12,Boki,boky1238,Bokyi,language
3,557,q3,NG,12,Yakurr,loka1252,Lokaa,language
3,558,q3,NG,12,Esan,esan1238,Esan,language
3,560,q3,NG,12,Ekpeye,ekpe1253,Ekpeye,language
3,563,q3,NG,12,Igede,iged1239,Igede,language
3,565,q3,NG,12,Taroh,taro1263,Tarok,language
3,566,q3,NG,12,Korro,koro1301,Koroic,family
3,567,q3,NG,12,Ogoni,khan1278,Khana,language
3,568,q3,NG,12,Mbembe,cros1244,Cross River Mbembe,language
3,569,q3,NG,12,Sayawa,saya1246,Saya,language
3,580,q3,NG,12,Itsekiri,isek1239,Isekiri,language
3,803,q3,KE,5,Tanchoni,tach1242,Tachoni,language
3,804,q3,KE,5,Bukusu,buku1249,Bukusu,language
3,805,q3,KE,5,Nyore,nyor1244,Nyore,language
3,806,q3,KE,5,Marama,mara1392,Marama,language
3,807,q3,KE,5,Sabaot,saba1262,Sabaot,language
3,808,q3,KE,5,Wanga,wang1294,Wanga,language
3,809,q3,KE,5,Kabarasi,kabr1240,Kabras,language
3,810,q3,KE,5,Nyala,east2409,East Nyala,language
3,811,q3,KE,5,Vatsotso,tsot1241,Tsotso,language
3,813,q3,KE,5,Kipsigis,kips1239,Kipsigis,language
3,814,q3,KE,5,Tugen,tuge1241,Tugen,language
3,815,q3,KE,5,Boran,bora1271,Borana-Arsi-Guji Oromo,language
3,817,q3,KE,5,Indian,guja1252,Gujarati,language
3,818,q3,KE,5,Burji,burj1242,Burji,language
3,819,q3,KE,5,Kuria,kuri1259,Kuria,language
3,820,q3,KE,5,Gare,garr1259,Garre,language
3,860,q3,ZM,17,Soli,soli1239,Soli,language
3,861,q3,ZM,17,Senga,nsen1242,Nsenga,language
3,862,q3,ZM,17,Chokwe,chok1245,Chokwe,language
3,863,q3,ZM,17,Luchazi,luch1239,Luchazi,language
3,864,q3,ZM,17,Kwamashi,mash1267,Mashi (Zambia),language
3,865,q3,ZM,17,Tokaleya,tong1318,Tonga (Zambia),language
3,866,q3,ZM,17,Lala,lala1264,Lala-Bisa,language
3,995,q3,KE,5,Other,,,
3,995,q3,MG,7,Other,,,
3,995,q3,MW,8,Other,,,
3,995,q3,ML,9,Other,,,
3,995,q3,MZ,10,Other,,,
3,995,q3,NG,12,Other,,,
3,995,q3,ZA,14,Other,,,
3,995,q3,TZ,15,Other,,,
3,995,q3,UG,16,Other,,,
